Taxon A	Taxon B	FlashWeave	FlashWeaveHE	SpiecEasi	FastSpar	PropR	Spearman	Pearson	Jaccard	Num supporting methods	Prevalence A (%)	Prevalence B (%)	Mean Abundance A	Mean Abundance B	Max Abundance A	Max Abundance B	Abundance B at Max A	Abundance A at Max B	Sample at Max A	Sample at Max B	Inter phylum	Taxonomy A	Taxonomy B	Community A	Community B	Inter community
otu_108	otu_507	0.8006390929222107		0.309678642889903			0.8973298866996884	0.8182912384257116	0.9473684210526316	5	95.0	90.0	0.048960983799999996	0.028952698099999997	0.18077506	0.15581384	0.07172317	0.15697667	Sample2	Sample5	True	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__	10	2	True
otu_107	otu_659	0.7894715666770935				0.898698034063085	0.9003721588732962	0.9367128677758202	0.9090909090909092	5	55.00000000000001	50.0	0.03552103325000001	0.05688856645	0.34336987	0.7092792	0.7092792	0.34336987	Sample3	Sample3	True	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__	d__Bacteria;p__Desulfobacterota;c__B13-G15;o__B13-G15;f__RBG-16-54-18;g__RBG-16-54-11;s__	15	15	False
otu_805	otu_893	0.7852344512939453				0.766492417270449	0.8167381974248927	0.8646200766488402	0.8181818181818181	5	50.0	50.0	0.01552729545	0.01685121035	0.13960436	0.11018957	0.11018957	0.13960436	Sample8	Sample8	True	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__JACRGL01;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	11	11	False
otu_477	otu_802	0.7737856507301331				0.918046473433454	0.9420030823515984	0.9384049244537264	0.875	5	35.0	40.0	0.028008187100000005	0.015147222399999999	0.251352	0.13481912	0.13481912	0.251352	Sample19	Sample19	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__2-02-FULL-66-22 sp041489335	5	5	False
otu_22	otu_711	0.7730787992477417				0.924592881926391	0.7864661654135339	0.7334389222942945	1.0	5	95.0	95.0	0.03258867425	0.0625845286	0.13001643	0.14936027	0.13878989	0.036250874	Sample13	Sample18	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	10	10	False
otu_580	otu_97	0.7722750902175903				0.8381328915055	0.9092127151318422	0.9127746910459432	0.75	5	40.0	30.0	0.013049181100000001	0.02249783375	0.11081565	0.36580536	0.36580536	0.11081565	Sample13	Sample13	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__VGLX01;g__JAWABC01;s__	9	9	False
otu_202	otu_538	0.7576614618301392				0.815477440636953	0.8363110583824108	0.8611330901584054	0.7777777777777778	5	45.0	35.0	0.039067160700000006	0.02625431995	0.24703144	0.13624464	0.13624464	0.24703144	Sample3	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__JAFGLR01;g__JAFGLR01;s__	0	0	False
otu_19	otu_95	0.7518453001976013				0.887994789952835	0.9187795405622852	0.9621964310957536	0.8	5	25.0	20.0	0.0576007538	0.0089321837	1.096054	0.120423496	0.120423496	1.096054	Sample13	Sample13	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__MWBV01;s__	9	9	False
otu_558	otu_703	0.7515299916267395				0.871201600210448	0.902930921924268	0.8354815155268958	0.8888888888888888	5	40.0	45.0	0.0165655771	0.02156070835	0.1061779	0.12494065	0.060875505	0.056239266	Sample20	Sample14	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__JACPPR01;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	1	1	False
otu_531	otu_654	0.7508139610290527				0.888867238612836	0.9001805353550157	0.7236069446732047	0.875	5	35.0	40.0	0.027076839749999998	0.0230453803	0.24187228	0.15297382	0.11542405	0.06788526	Sample9	Sample3	False	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__JAURWL01;s__	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__	0	0	False
otu_432	otu_72	0.7391082644462585				0.997005601138256	0.9961089494163424	0.8950731794722956	1.0	5	15.0	15.0	0.015548597349999999	0.012292950249999999	0.15979187	0.13606246	0.068821125	0.13623331	Sample20	Sample19	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JBGQAS01;s__	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__	5	5	False
otu_209	otu_284	0.7381752729415894				0.926001143826494	0.9643836500560564	0.9807518530169002	0.9090909090909092	5	55.00000000000001	50.0	0.0762309032	0.0168210325	0.6678566	0.11461033	0.11461033	0.6678566	Sample3	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__UBA11855;s__	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__	0	0	False
otu_263	otu_574	0.7190819978713989				0.910512338755252	0.9101382846399164	0.9583897234469876	0.875	5	35.0	40.0	0.009460001400000001	0.010769960249999998	0.103783846	0.1261485	0.1261485	0.103783846	Sample8	Sample8	True	d__Bacteria;p__Acidobacteriota;c__DASWHO01;o__;f__;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__JALHUB01;s__	11	16	True
otu_169	otu_250	0.70898				0.790209429179505	0.7851798622009462	0.7756380052508391	0.8333333333333334	5	50.0	60.0	0.014388513350000003	0.04982425485	0.13019304	0.29127914	0.29127914	0.13019304	Sample13	Sample13	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DASPPK01;s__	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__JAPKZH01;s__	9	10	True
otu_172	otu_193	0.7083084583282471		0.713799930530672		0.85252780838789	0.8380540736433387	0.998258084693072		5	10.0	15.0	0.0057223321	0.00579937665	0.10535025	0.10200612	0.10200612	0.10535025	Sample8	Sample8	False	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DASPPK01;s__	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAOZHU01;s__	7	7	False
otu_181	otu_258	0.7048301100730896				0.888310274216699	0.8857919378040867	0.9940798934211368	0.75	5	20.0	15.0	0.01420209815	0.0079964925	0.25782388	0.13517232	0.13517232	0.25782388	Sample8	Sample8	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DATKKK01;s__	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__UBA8522 sp017886205	7	7	False
otu_5	otu_718	0.703793422131439				0.858957224308011	0.7619826944545138	0.9213368029953604	0.9375	5	75.0	80.0	0.06450397580000002	0.0283953589	0.30451864	0.13369161	0.11955147	0.24794255	Sample19	Sample20	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	1	1	False
otu_198	otu_201	0.7036176323890686				0.88428880656155	0.9187795405622852	0.8337659385493741	0.8	5	25.0	20.0	0.0227032762	0.02309365615	0.3308416	0.19000264	0.19000264	0.3308416	Sample20	Sample20	False	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	5	5	False
otu_201	otu_723	0.6997373104095459				0.845560684707919	0.8892520625611339	0.8383404702441659	0.75	5	20.0	15.0	0.02309365615	0.025329450249999996	0.19000264	0.3921728	0.3921728	0.19000264	Sample20	Sample20	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	5	5	False
otu_482	otu_894	0.6819767951965332				0.841128425020482	0.858346709470305	0.7871728868725159	0.8461538461538461	5	60.0	60.0	0.0413646702	0.05566753190000001	0.23586127	0.46747765	0.46747765	0.23586127	Sample1	Sample1	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	15	12	True
otu_397	otu_53	0.6810585260391235				0.872296766261646	0.858110939747709	0.9997278558576524	0.75	5	15.0	20.0	0.011888997600000001	0.05009756654999999	0.2237223	0.955861	0.955861	0.2237223	Sample8	Sample8	True	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	7	7	False
otu_267	otu_330	0.6668969392776489				0.901851452408579	0.908225906669208	0.8794062648956151	0.8571428571428572	5	30.0	35.0	0.0222224865	0.012975380149999998	0.19029	0.11263595	0.11263595	0.19029	Sample9	Sample9	True	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DASWZN01;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	3	3	False
otu_119	otu_814			0.819811351673092		0.998858731474361	1.0	0.9979035966122612	1.0	5	10.0	10.0	0.0056008828	0.0057839141999999994	0.104696155	0.1019383	0.1019383	0.104696155	Sample8	Sample8	True	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__FEN-33;s__	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JBGOWS01;s__	7	7	False
otu_565	otu_678			0.761783002664737		0.762670572813948	0.8453365627068764	0.965380355083537	0.7	5	45.0	40.0	0.04326917749999999	0.03784294105	0.2512491	0.19615363	0.19615363	0.2512491	Sample15	Sample15	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__JACAEX01;s__	9	9	False
otu_230	otu_573			0.71403124658598		0.890255675588561	0.9719930813883058	0.983214158678518	0.9333333333333332	5	75.0	70.0	0.04772488885	0.03723026265	0.30524716	0.2501477	0.2501477	0.30524716	Sample13	Sample13	True	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__JALHVH01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__JALHUB01;s__	13	13	False
otu_317	otu_356			0.690411327302635		0.993988443160946	0.9473684210526316	0.9813497662686852	1.0	5	95.0	95.0	0.07041472010000001	0.08088796849999999	0.20526846	0.25717837	0.25717837	0.20526846	Sample3	Sample3	True	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__CG2-30-33-13;s__CG2-30-33-13 sp041490145	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	10	10	False
otu_430	otu_744			0.684671604243618		0.870218091609682	0.930323837119146	0.991325378733122	0.8	5	50.0	40.0	0.10177318205000001	0.03502699645	1.0057175	0.31350657	0.31350657	1.0057175	Sample3	Sample3	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__Fen-1135;s__	12	12	False
otu_777	otu_794			0.664151959366887		0.812747817811305	0.9239765984643368	0.9877833347082112	0.8	5	40.0	50.0	0.019022378	0.015362447599999999	0.23784845	0.16355309	0.16355309	0.23784845	Sample3	Sample3	True	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__Deferrimicrobium sp937863105	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__;f__;g__;s__	3	3	False
otu_280	otu_830			0.630821526616138		0.928154925088056	0.9517337345336012	0.9947099605395744	0.8571428571428572	5	35.0	30.0	0.01953364205	0.0150290402	0.13386318	0.10848584	0.10848584	0.13386318	Sample19	Sample19	True	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__DASQID01;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JALNZF01;s__	5	5	False
otu_288	otu_402			0.62677266303426		0.859980136870376	0.982516283310816	0.9726044309098352	0.9285714285714286	5	70.0	65.0	0.0240307247	0.034499636550000004	0.13579175	0.17127919	0.17127919	0.13579175	Sample13	Sample13	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Anaerosomatales;f__;g__;s__	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__	9	9	False
otu_320	otu_561			0.604926532947019		0.767054685392583	0.880525794832726	0.9578220232304702	0.7333333333333334	5	70.0	60.0	0.03775767955	0.025855205	0.16672553	0.1299903	0.1299903	0.16672553	Sample7	Sample7	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__DATJQF01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	2	2	False
otu_232	otu_250			0.581669135150975		0.704077856847497	0.9031914959856876	0.8876919012367356	0.7692307692307692	5	55.00000000000001	60.0	0.0467490096	0.04982425485	0.24048685	0.29127914	0.2045639	0.16116413	Sample20	Sample13	False	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__JALHVH01;s__	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__JAPKZH01;s__	10	10	False
otu_71	otu_891			0.579999662141524		0.812811653986277	0.9214592274678112	0.9773389469338156	0.8181818181818181	5	50.0	50.0	0.0157368395	0.0214330464	0.1085235	0.13283531	0.13283531	0.1085235	Sample8	Sample8	True	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	10	10	False
otu_329	otu_415			0.548249590813304		0.784926327361447	0.9762718096792884	0.97581662871315	0.9444444444444444	5	90.0	85.0	0.0604395385	0.03522487255	0.24523488	0.1301369	0.1301369	0.24523488	Sample9	Sample9	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__	6	6	False
otu_124	otu_206			0.546808644720399		0.812992504244253	0.93563579277865	0.8645831441866552	0.8571428571428572	5	65.0	65.0	0.05208218415	0.0434558131	0.27151525	0.22817051	0.16604473	0.1252684	Sample13	Sample2	False	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__;s__	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	6	6	False
otu_350	otu_759			0.541568383849531		0.924175300979209	0.957757618827023	0.971964871246646	0.9166666666666666	5	55.00000000000001	60.0	0.0424325205	0.04718665385	0.26349455	0.38218853	0.38218853	0.26349455	Sample9	Sample9	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	15	15	False
otu_160	otu_430			0.528513662809152		0.99698930958705	0.9467811158798284	0.976903499788368	1.0	5	50.0	50.0	0.133026817	0.10177318205000001	1.2912743	1.0057175	0.76524	1.1449789	Sample9	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DASPPK01;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__	12	12	False
otu_168	otu_192			0.521705581054325		0.738061946993834	0.8427252234597101	0.9940140245824636	0.7	5	35.0	50.0	0.013905957200000003	0.01326706805	0.21102811	0.16270952	0.16270952	0.21102811	Sample8	Sample8	False	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DASPPK01;s__	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAOZHU01;s__	7	7	False
otu_201	otu_885			0.52133002652123		0.806972349444605	0.858110939747709	0.9593300847177588	0.75	5	20.0	15.0	0.02309365615	0.01674883345	0.19000264	0.16535462	0.16535462	0.19000264	Sample20	Sample20	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__;s__	5	5	False
otu_655	otu_745			0.504118523681793		0.712085800256982	0.8709434368789599	0.8978409636979374	0.7647058823529411	5	65.0	85.0	0.034344640249999996	0.04155357385	0.21833137	0.14885534	0.14885534	0.21833137	Sample14	Sample14	True	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeobacterales;f__PMM-0068;g__Sivonenia;s__Sivonenia alaskensis	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__Fen-1135;s__	2	2	False
otu_154	otu_827			0.49347140134801		0.869408532238081	0.9116216990758128	0.9442868343328954	0.8571428571428572	5	70.0	60.0	0.09341307465000001	0.035579007950000005	0.5592831	0.17449492	0.17449492	0.5592831	Sample18	Sample18	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__A05DMB-2;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAKAHZ01;s__	13	5	True
otu_237	otu_881			0.486489458478673		0.865895215252784	0.8623177086747639	0.9931999907027144	0.8	5	40.0	50.0	0.03611537925	0.12357329955	0.39926755	1.6093513	1.6093513	0.39926755	Sample9	Sample9	True	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__;s__	12	12	False
otu_444	otu_609			0.479516326118755		0.78339721419129	0.7768566306753371	0.9750010507474062	0.7142857142857143	5	25.0	35.0	0.01920804725	0.0125489972	0.2884074	0.14928263	0.14928263	0.2884074	Sample3	Sample3	False	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	0	16	True
otu_617	otu_801			0.461607725431944		0.828549806494752	0.9811060749053534	0.9562570624833144	0.9411764705882352	5	80.0	85.0	0.0339864128	0.051465853949999994	0.13386941	0.21496193	0.19998321	0.12461049	Sample20	Sample19	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__	1	1	False
otu_128	otu_370			0.452868396371967		0.75004490089492	0.7605714285714286	0.9708345758905456	0.7142857142857143	5	30.0	30.0	0.00786691635	0.0088111803	0.11148809	0.10203145	0.10203145	0.11148809	Sample8	Sample8	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	11	11	False
otu_617	otu_875			0.449366932271313		0.863622248652005	0.8578008775895126	0.7330811009149759	0.9375	5	80.0	75.0	0.0339864128	0.045310206250000006	0.13386941	0.14305253	0.14305253	0.13386941	Sample20	Sample20	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	d__Bacteria;p__Patescibacteriota;c__WWE3;o__UBA101185;f__UBA10185;g__JAAZNV01;s__	1	1	False
otu_318	otu_698			0.448352645784584		0.747076498300986	0.7805106096472483	0.9404166083651224	0.7	5	50.0	35.0	0.026913317800000003	0.010386403150000001	0.19319601	0.103474565	0.103474565	0.19319601	Sample13	Sample13	True	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__CG2-30-33-13;s__CG2-30-33-13 sp041490145	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	9	9	False
otu_1	otu_410			0.430732152451479		0.873014501767361	0.8788915314207544	0.9154374080853048	0.7142857142857143	5	35.0	25.0	0.01429616555	0.01042105095	0.14072034	0.113965705	0.113965705	0.14072034	Sample10	Sample10	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__;s__	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__UBA9647;s__	2	2	False
otu_184	otu_764			0.422992850052209		0.788845606642148	0.7776219270543194	0.8174702137488579	0.7272727272727273	5	55.00000000000001	40.0	0.02493233015	0.02258665815	0.12965035	0.10263741	0.10263741	0.12965035	Sample17	Sample17	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DATKKK01;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp003141195	2	2	False
otu_337	otu_898			0.41911518119437		0.92796011094222	0.9180705295749876	0.9281517290568696	0.9	5	50.0	45.0	0.15597984705	0.08261171655000002	2.003648	0.83826685	0.83826685	2.003648	Sample9	Sample9	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__Fen-1359;s__	12	12	False
otu_558	otu_830			0.398044774665668		0.809533893973107	0.8799170235050395	0.9617463328755652	0.75	5	40.0	30.0	0.0165655771	0.0150290402	0.1061779	0.10848584	0.07104592	0.09792471	Sample20	Sample19	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__JACPPR01;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JALNZF01;s__	1	5	True
otu_574	otu_751			0.392525932027321		0.727302137782211	0.8239709133197796	0.985243240694916	0.7	5	40.0	45.0	0.010769960249999998	0.014586956100000001	0.1261485	0.15129772	0.15129772	0.1261485	Sample8	Sample8	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__JALHUB01;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__Fen-1135;s__Fen-1135 sp903893135	16	16	False
otu_416	otu_826			0.391120532178605		0.762042321197463	0.8160942667466479	0.8455971828142255	0.75	5	40.0	30.0	0.015015523649999998	0.012289940249999999	0.101612486	0.10786108	0.10110704	0.0712628	Sample13	Sample9	True	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAAXXJ01;s__	12	12	False
otu_317	otu_711			0.37608145180862		0.941773916841298	0.7338345864661654	0.7042230549562973	1.0	5	95.0	95.0	0.07041472010000001	0.0625845286	0.20526846	0.14936027	0.10520974	0.06863137	Sample3	Sample18	True	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__CG2-30-33-13;s__CG2-30-33-13 sp041490145	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	10	10	False
otu_202	otu_763			0.363958383163396		0.820280598418278	0.873225356092299	0.9574341747470118	0.8181818181818181	5	45.0	55.00000000000001	0.039067160700000006	0.02389038535	0.24703144	0.16637862	0.16637862	0.24703144	Sample3	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp003141195	0	0	False
otu_5	otu_855			0.363583257544486		0.791297698694346	0.9511450381679388	0.9440829341404988	0.875	5	75.0	75.0	0.06450397580000002	0.05399898185	0.30451864	0.1998367	0.1998367	0.30451864	Sample19	Sample19	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__PFEM01;f__JAPLYW01;g__;s__	1	13	True
otu_184	otu_869			0.350922740039284		0.767163442235633	0.8321493853758809	0.8343830226371716	0.75	5	55.00000000000001	50.0	0.02493233015	0.026684457199999994	0.12965035	0.1410378	0.08346473	0.07945293	Sample17	Sample18	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DATKKK01;s__	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__GWB1-50-10;g__JBBTQX01;s__	2	2	False
